videoId,title,lengthSeconds,channelId,author,keywords,publish_date,official
https://youtu.be/UYIjYGyuVJ4,【瑪格麗特溫特斯精華】初配信的神祕預言 原來是這個意思嗎,178,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-06-11,FALSE
https://youtu.be/SoL9PcOT6KA,【瑪格麗特溫特斯】丟了麗,107,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-06-10,FALSE
https://youtu.be/VdH4b9qQs7w,【瑪格麗特溫特斯精華】打算一天開288個台的瑪麗,184,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-05-11,FALSE
https://youtu.be/lbkdoUTJk-w,【瑪格麗特溫特斯精華】替蘭蘭的生日準備蛋糕 被誇誇一下直接原地bo炸,68,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-05-08,FALSE
https://youtu.be/JhaZFD1EYvY,【瑪格麗特溫特斯精華】警察先生這裡有戀童,57,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-04-23,FALSE
https://youtu.be/xGdwyxLmnFE,【瑪格麗特溫特斯精華】我人生有一個李李鈴蘭就已經頭夠痛了,55,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-04-22,FALSE
https://youtu.be/rXJXPCd5g_0,【瑪格麗特溫特斯精華】如果我短命那一定是你們害的,6,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-04-21,FALSE
https://youtu.be/qIDdhBNDB7E,【瑪格麗特溫特斯精華】喝醉後開始宣導防疫安全的奇怪北極狐,135,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-04-18,FALSE
https://youtu.be/XmEfHasGSls,【瑪格麗特溫特斯精華】瑪麗誘拐弟弟穿女裝,173,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-04-16,FALSE
https://youtu.be/HE2zq-f6VHo,【瑪格麗特溫特斯精華】瑪麗弟弟的同學對瑪麗有非分之想 遭到弟弟全數回絕,69,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-04-14,FALSE
https://youtu.be/yo6OimAK0lM,【瑪格麗特溫特斯精華】瑪麗被誤認為是別人的女朋友了,99,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-04-13,FALSE
https://youtu.be/uVcnsWaqBTs,【瑪格麗特溫特斯精華】在直播中開地獄玩笑的大小姐 從現在起失言一次就要直接下跪,101,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-03-04,FALSE
https://youtu.be/B-GFb_RlpMA,【瑪格麗特溫特斯精華】瑪麗在直播中見血 一整天都在受傷?,165,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-01-26,FALSE
https://youtu.be/qQeYkUDAkpg,【瑪格麗特溫特斯精華】蘭蘭跟火火到底誰是廚房殺手 瑪麗爆料蘭蘭的煉金會導致生命危險?,114,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-01-14,FALSE
https://youtu.be/2OjSJm8n_YI,【瑪格麗特溫特斯精華】瑪麗秀出他的特製雞腿 最後撐不住只能笑場,97,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-01-07,FALSE
https://youtu.be/ubMm2asDIas,【瑪格麗特溫特斯短劇】魔鏡、魔鏡。EP.2-如果我不是瑪格麗特溫特斯呢,675,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2022-01-02,FALSE
https://youtu.be/k6oT6s0wgOo,【瑪格麗特溫特斯短劇】魔鏡、魔鏡。EP.1-Mirror mirror on the wallwho's the loneliest of all？,587,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-12-29,FALSE
https://youtu.be/L8wwvCTdrBk,【李李鈴蘭精華】蘭蘭教大家怎麼用英文翻譯自己的迷因 不推薦給我的我推薦給瑪格麗特溫特斯,61,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-12-19,FALSE
https://youtu.be/TERn3OWp7z8,【瑪格麗特溫特斯精華】瑪麗亂吃棉花糖導致聲音改變 禁止火火跟蘭蘭進入廚房的原因竟是為了生態保育,80,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-12-17,FALSE
https://youtu.be/cd88bRuDu5U,【瑪格麗特溫特斯精華】老娘直接在你面前打鐵,25,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-12-09,FALSE
https://youtu.be/jm4I2J8yNgo,【瑪格麗特拉姆齊精華】花了26顆蛋做出這種東西?是什麼能讓瑪麗叫對方滾出去,72,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-11-28,FALSE
https://youtu.be/BG0UmJ2huPM,【瑪格麗特溫特斯精華】蘭蘭跟火火一起掉進廚房要先救廚房?瑪麗替蘭蘭澄清其實蘭蘭的食物鍊金沒有那麼可怕,115,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-11-12,FALSE
https://youtu.be/VuSwu1tcGG0,【瑪格麗特溫特斯精華】謝謝瑪麗我的晚餐變成米其林了,4,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-10-16,FALSE
https://youtu.be/s1kmwsYM6zM,瑪格麗特咖哩拌飯的酷伴奏 歡迎翻唱使用,22,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-10-16,FALSE
https://youtu.be/A7N-qkPvYzk,瑪格麗特溫特斯----第一張單曲(偽)【咖哩拌飯】kiru arrange ver.,23,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-10-13,FALSE
https://youtu.be/zlTlUKxdUvE,【瑪格麗特溫特斯精華】到底誰台詞回會投咖哩拌飯阿 這B-BOX有咖哩味主辦單位要不要管一下啊,112,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-10-13,FALSE
https://youtu.be/0zy9xmZf2GA,【瑪格麗特溫特斯精華】瑪麗想收下我們的第一次,42,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-10-04,FALSE
https://youtu.be/bZ-TueosNJY,【瑪格麗特溫特斯精華】果果也來祝我生日快樂了 喵,64,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-10-02,FALSE
https://youtu.be/97vt208WdK8,【瑪格麗特溫特斯精華】瑪有情狼無意 瑪麗:那你要跟我結婚嗎 蘭蘭:?,40,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-28,FALSE
https://youtu.be/nRrd3w0rsl0,【瑪格麗特溫特斯廢片】出 租 瑪 麗,8,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-26,FALSE
https://youtu.be/KgBjGK7QjaE,【瑪格麗特溫特斯精華】普通的介紹也能講得像工商 把工商當呼吸在做的工商巨狐,128,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-25,FALSE
https://youtu.be/6Byn914lKGI,【瑪格麗特溫特斯精華】神稻櫻火(偽)珍貴聲音流出,96,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-24,FALSE
https://youtu.be/IXy5uzIRFYQ,【瑪格麗特溫特斯精華】生日會的最後 蘭蘭打算和瑪麗單獨說的話...?,91,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-22,FALSE
https://youtu.be/iCeg1xOhczs,【瑪格麗特溫特斯精華】瑪麗竟是為了這個目標而成為VTuber的 內含大量洋蔥請小心觀看(本片用以謹祝瑪麗生日快樂),320,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-22,FALSE
https://youtu.be/QQTaFJxYnQc,【瑪格麗特溫特斯廢片】北極狐怎麼叫,21,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-21,FALSE
https://youtu.be/qLsxnQDWl4Y,【瑪格麗特溫特斯精華】瑪麗和小綿羊分享比魔法更好用的東西,61,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-20,FALSE
https://youtu.be/YdCsrJIS_X8,【瑪格麗特溫特斯精華】小綿羊的瑪麗戒斷症都很嚴重 用倒吊魔法幫忙大家治療,149,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-18,FALSE
https://youtu.be/VGL8oR6kYkA,【瑪格麗特溫特斯精華】瑪麗被蘭蘭弄到整晚沒睡,150,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-16,FALSE
https://youtu.be/vkYqqMBPp2E,【瑪格麗特溫特斯鬧鐘】瑪麗的晚餐鬧鐘,42,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-15,FALSE
https://youtu.be/3ncBXIHfUso,【瑪格麗特溫特斯鬧鐘】瑪麗的午茶鬧鐘,24,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-15,FALSE
https://youtu.be/eehQi3pmCFQ,【瑪格麗特溫特斯鬧鐘】瑪麗的午安鬧鐘,30,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-14,FALSE
https://youtu.be/ZjSRBMUopx0,【瑪格麗特溫特斯鬧鐘】瑪麗的早安鬧鐘,14,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-14,FALSE
https://youtu.be/iZJ5Ynz8zUc,【瑪格麗特溫特董精華】瑪麗用自己的名字開了個小玩笑 謝謝今天不用開冷氣了,85,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-11,FALSE
https://youtu.be/iwJrDN8zCf4,【瑪格麗特溫特斯精華】瑪麗的大型暈船現場 介紹自己的擇偶標準,285,UCg62Aw5bxrbkrm2SJ0vKolQ,kiru kiru,,2021-09-10,FALSE
